"IncidentDate","OccurredFromTime","IncidentNum","Offense","NIBRS","NIBRSCategory","SRS_UCR","CrimeAgainst","FelMisdCit","IncidentTopSRS_UCR","IncidentLocation","IntersectionOtherLoc","District","Neighborhood","NbhdNum","Latitude","Longitude","IncidentSupplemented","LastSuppDate","VictimNum","FirearmUsed","IncidentNature"
"4/25/2023 12:00:00 AM","22:10:00","23018830    ","ASSAULT 1ST DEGREE OR ATTEMPT - SERIOUS PHYSICAL INJURY OR SPECIAL VICTIM","13A","Aggravated Assault","04","Person","F","01","2851 CHIPPEWA ST","","3","Gravois Park","19","38.58731","-90.23335","Yes","4/1/2024 11:34:20 AM","388859","Yes","Homicide - Criminal"
"4/25/2023 12:00:00 AM","22:10:00","23018830    ","PROPERTY DAMAGE 1ST DEGREE","290","Destruction/Damage/Vandalism of Property","","Property","F","01","2851 CHIPPEWA ST","","3","Gravois Park","19","38.58731","-90.23335","Yes","4/1/2024 11:34:20 AM","","No","Homicide - Criminal"
"4/25/2023 12:00:00 AM","22:10:00","23018830    ","ARMED CRIMINAL ACTION","90Z","All Other Offenses","","Unspecified","F","01","2851 CHIPPEWA ST","","3","Gravois Park","19","38.58731","-90.23335","Yes","4/1/2024 11:34:20 AM","","No","Homicide - Criminal"
"4/25/2023 12:00:00 AM","22:10:00","23018830    ","RESISTING/INTERFERING WITH ARREST FOR A FELONY","90Z","All Other Offenses","","Unspecified","F","01","2851 CHIPPEWA ST","","3","Gravois Park","19","38.58731","-90.23335","Yes","4/1/2024 11:34:20 AM","","No","Homicide - Criminal"
"4/25/2023 12:00:00 AM","22:10:00","23018830    ","TAMPERING WITH PHYSICAL EVIDENCE IN FELONY PROSECUTION","90Z","All Other Offenses","","Unspecified","F","01","2851 CHIPPEWA ST","","3","Gravois Park","19","38.58731","-90.23335","Yes","4/1/2024 11:34:20 AM","","No","Homicide - Criminal"
"4/22/2023 12:00:00 AM","18:42:00","23019293    ","STEALING","23C","Shoplifting","06","Property","M","06","932 LOUGHBOROUGH AVE","","1","Carondelet","1","38.556961","-90.261168","Yes","4/7/2024 8:18:19 PM","","No","Larceny - Criminal"
"4/30/2023 12:00:00 AM","13:20:00","23019569    ","DISCHARGING FIREARM WITHIN CITY","520","Weapons Law Violations","","Society","","","4807 NORTHLAND AVE","","5","Kingsway East","55","38.667232","-90.25178","Yes","4/17/2024 6:05:20 PM","","Yes","Weapon Law Violation - Criminal"
"4/30/2023 12:00:00 AM","15:41:00","23019570    ","ROBBERY - 1ST DEGREE","120","Robbery","03","Property","F","03","8971 HALLS FERRY RD","","6","Baden","74","38.721092","-90.239374","Yes","4/16/2024 6:05:41 PM","","Yes","Aggravated Assault - Shooting - Criminal"
"4/30/2023 12:00:00 AM","15:41:00","23019570    ","ASSAULT 1ST DEGREE OR ATTEMPT","13A","Aggravated Assault","04","Person","F","03","8971 HALLS FERRY RD","","6","Baden","74","38.721092","-90.239374","Yes","4/16/2024 6:05:41 PM","394225","Yes","Aggravated Assault - Shooting - Criminal"
"4/30/2023 12:00:00 AM","15:41:00","23019570    ","UNLAWFUL USE OF WEAPON - SUBSECTION 9 - SHOOT AT/FROM MOTOR VEHICLE, AT PERSON, MOTOR VEHICLE OR BUILDING","13A","Aggravated Assault","04","Person","F","03","8971 HALLS FERRY RD","","6","Baden","74","38.721092","-90.239374","Yes","4/16/2024 6:05:41 PM","394225","Yes","Aggravated Assault - Shooting - Criminal"
"4/30/2023 12:00:00 AM","15:41:00","23019570    ","PROPERTY DAMAGE 1ST DEGREE","290","Destruction/Damage/Vandalism of Property","","Property","F","03","8971 HALLS FERRY RD","","6","Baden","74","38.721092","-90.239374","Yes","4/16/2024 6:05:41 PM","","Yes","Aggravated Assault - Shooting - Criminal"
"4/30/2023 12:00:00 AM","15:41:00","23019570    ","ARMED CRIMINAL ACTION","90Z","All Other Offenses","","Unspecified","F","03","8971 HALLS FERRY RD","","6","Baden","74","38.721092","-90.239374","Yes","4/16/2024 6:05:41 PM","","No","Aggravated Assault - Shooting - Criminal"
"5/1/2023 12:00:00 AM","20:59:00","23020058    ","DISCHARGING FIREARM WITHIN CITY (SHOTSPOTTER)","520","Weapons Law Violations","","Society","","","4803 NORTHLAND AVE","","5","Kingsway East","55","38.667105","-90.251746","Yes","4/17/2024 6:05:20 PM","","Yes","Weapon Law Violation - Criminal"
"5/3/2023 12:00:00 AM","15:25:00","23020131    ","MURDER 1ST DEGREE","09A","Murder and Nonnegligent Manslaughter","01","Person","F","01","LACLEDE AVE","N TAYLOR AVE","5","Central West End","38","38.639653","-90.25889","Yes","4/10/2024 9:37:51 AM","391990","Yes","Homicide - Criminal"
"5/3/2023 12:00:00 AM","15:25:00","23020131    ","ARMED CRIMINAL ACTION","90Z","All Other Offenses","","Unspecified","F","01","LACLEDE AVE","N TAYLOR AVE","5","Central West End","38","38.639653","-90.25889","Yes","4/10/2024 9:37:51 AM","","No","Homicide - Criminal"
"5/3/2023 12:00:00 AM","16:00:00","23020132    ","HARASSMENT - 2ND DEGREE","13C","Intimidation","","Person","M","","1410 OHIO AVE","138","3","The Gate District","31","38.619628","-90.22177","Yes","4/17/2024 3:52:53 PM","394627","No","Offenses - All Other - Criminal"
"5/3/2023 12:00:00 AM","22:32:00","23020196    ","DISCHARGING FIREARM WITHIN CITY (SHOTSPOTTER)","520","Weapons Law Violations","","Society","","","1857 MAIDEN","","4","St Louis Place","60","38.646128","-90.201438","Yes","4/11/2024 6:05:36 PM","","Yes","Weapon Law Violation - Criminal"
"5/3/2023 12:00:00 AM","22:34:00","23020198    ","DISCHARGING FIREARM WITHIN CITY (SHOTSPOTTER)","520","Weapons Law Violations","","Society","","","1937 MAIDEN","","4","St Louis Place","60","38.646494","-90.203168","Yes","4/11/2024 6:05:36 PM","","Yes","Weapon Law Violation - Criminal"
"5/1/2023 12:00:00 AM","20:57:00","23020243    ","DISCHARGING FIREARM WITHIN CITY (SHOTSPOTTER)","520","Weapons Law Violations","","Society","","","5511 THRUSH AVE","","6","Walnut Park East","72","38.700243","-90.24591","Yes","4/12/2024 12:05:44 PM","","Yes","Weapon Law Violation - Criminal"
"5/5/2023 12:00:00 AM","14:12:00","23020436    ","DISCHARGING FIREARM WITHIN CITY","520","Weapons Law Violations","","Society","","","1121 TYLER ST","","4","Old North St Louis","63","38.645337","-90.19151","Yes","4/16/2024 12:05:31 PM","","Yes","Weapon Law Violation - Criminal"
"5/7/2023 12:00:00 AM","03:50:00","23020698    ","ASSAULT 1ST DEGREE OR ATTEMPT","13A","Aggravated Assault","04","Person","F","04","3210 HALLIDAY AVE","","3","Tower Grove East","25","38.604314","-90.2354","Yes","4/5/2024 12:05:16 PM","390491","Yes","Aggravated Assault - Shooting - Criminal"
"5/7/2023 12:00:00 AM","03:50:00","23020698    ","PROPERTY DAMAGE - 2ND DEGREE","290","Destruction/Damage/Vandalism of Property","","Property","M","04","3210 HALLIDAY AVE","","3","Tower Grove East","25","38.604314","-90.2354","Yes","4/5/2024 12:05:16 PM","","Yes","Aggravated Assault - Shooting - Criminal"
"5/7/2023 12:00:00 AM","03:50:00","23020698    ","PROPERTY DAMAGE 1ST DEGREE","290","Destruction/Damage/Vandalism of Property","","Property","F","04","3210 HALLIDAY AVE","","3","Tower Grove East","25","38.604314","-90.2354","Yes","4/5/2024 12:05:16 PM","","Yes","Aggravated Assault - Shooting - Criminal"
"5/8/2023 12:00:00 AM","00:15:00","23021059    ","DISCHARGING FIREARM WITHIN CITY (SHOTSPOTTER)","520","Weapons Law Violations","","Society","","","5839 WABADA AVE","","5","Wells Goodfellow","50","38.675911","-90.278433","Yes","4/2/2024 6:05:10 PM","","Yes","Weapon Law Violation - Criminal"
"5/6/2023 12:00:00 AM","23:10:00","23021112    ","DISCHARGING FIREARM WITHIN CITY (SHOTSPOTTER)","520","Weapons Law Violations","","Society","","","5608 PARK LN","","6","Walnut Park West","76","38.707213","-90.25223","Yes","4/16/2024 12:05:31 PM","","Yes","Weapon Law Violation - Criminal"
"5/9/2023 12:00:00 AM","20:16:00","23021250    ","DISCHARGING FIREARM WITHIN CITY (SHOTSPOTTER)","520","Weapons Law Violations","","Society","","","4757 NORTHLAND AVE","","5","Kingsway East","55","38.666861","-90.251118","Yes","4/17/2024 6:05:21 PM","","Yes","Weapon Law Violation - Criminal"
"5/10/2023 12:00:00 AM","19:10:00","23021448    ","STEALING - FIREARM/EXPLOSIVE WEAPON/AMMONIUM NITRATE","23F","Theft From Motor Vehicle","06","Property","F","06","710 N. 2ND ST.","","4","Downtown West","36","38.630318","-90.184229","Yes","4/30/2024 12:05:22 PM","","No","Motor Vehicle Theft - Criminal"
"5/10/2023 12:00:00 AM","19:10:00","23021448    ","STEALING - MOTOR VEHICLE/WATERCRAFT/AIRCRAFT & PRIOR STEALING OFFENDER.","240","Motor Vehicle Theft","07","Property","F","06","710 N. 2ND ST.","","4","Downtown West","36","38.630318","-90.184229","Yes","4/30/2024 12:05:22 PM","","No","Motor Vehicle Theft - Criminal"
"5/11/2023 12:00:00 AM","13:40:00","23021467    ","DISCHARGING FIREARM WITHIN CITY (SHOTSPOTTER)","520","Weapons Law Violations","","Society","","","1523 HAMILTON AVE","","5","Wells Goodfellow","50","38.674476","-90.282272","Yes","4/11/2024 6:05:37 PM","","Yes","Weapon Law Violation - Criminal"
"5/12/2023 12:00:00 AM","08:00:00","23021596    ","ASSAULT 1ST DEGREE OR ATTEMPT - SERIOUS PHYSICAL INJURY OR SPECIAL VICTIM","13A","Aggravated Assault","04","Person","F","04","4212 HUMPHREY ST","","2","Tower Grove South","15","38.599382","-90.2592","Yes","4/25/2024 6:05:45 PM","397309","Yes","Aggravated Assault - Shooting - Criminal"
"5/12/2023 12:00:00 AM","08:00:00","23021596    ","BURGLARY 1ST DEGREE","220","Burglary/Breaking and Entering","05","Property","F","04","4212 HUMPHREY ST","","2","Tower Grove South","15","38.599382","-90.2592","Yes","4/25/2024 6:05:45 PM","","No","Aggravated Assault - Shooting - Criminal"
"5/12/2023 12:00:00 AM","08:00:00","23021596    ","ARMED CRIMINAL ACTION","90Z","All Other Offenses","","Unspecified","F","04","4212 HUMPHREY ST","","2","Tower Grove South","15","38.599382","-90.2592","Yes","4/25/2024 6:05:45 PM","","No","Aggravated Assault - Shooting - Criminal"
"5/13/2023 12:00:00 AM","02:25:00","23021727    ","PROPERTY DAMAGE - 2ND DEGREE","290","Destruction/Damage/Vandalism of Property","","Property","M","","2629 CALIFORNIA AVE","","3","Fox Park","24","38.605623","-90.22791","Yes","4/3/2024 2:14:15 PM","","No","Destruction of Property - Criminal"
"5/13/2023 12:00:00 AM","13:00:00","23021809    ","DOMESTIC ASSAULT - 3RD DEGREE","13B","Simple Assault","","Person","F","","711 N EUCLID AVE","","5","Fountain Park","53","38.651726","-90.260846","Yes","4/2/2024 11:31:51 PM","389600","No","Simple Assault - Criminal"
"5/14/2023 12:00:00 AM","01:24:00","23021878    ","ASSAULT 1ST DEGREE OR ATTEMPT","13A","Aggravated Assault","04","Person","F","04","315 N 9TH ST","","4","Downtown","35","38.629324","-90.193689","Yes","4/1/2024 10:37:59 AM","388780","Yes","Aggravated Assault - Shooting - Criminal"
"5/14/2023 12:00:00 AM","01:24:00","23021878    ","ASSAULT 1ST DEGREE OR ATTEMPT","13A","Aggravated Assault","04","Person","F","04","315 N 9TH ST","","4","Downtown","35","38.629324","-90.193689","Yes","4/1/2024 10:37:59 AM","388782","Yes","Aggravated Assault - Shooting - Criminal"
"5/14/2023 12:00:00 AM","01:24:00","23021878    ","ASSAULT 1ST DEGREE OR ATTEMPT","13A","Aggravated Assault","04","Person","F","04","315 N 9TH ST","","4","Downtown","35","38.629324","-90.193689","Yes","4/1/2024 10:37:59 AM","388783","Yes","Aggravated Assault - Shooting - Criminal"
"5/14/2023 12:00:00 AM","01:24:00","23021878    ","ASSAULT 1ST DEGREE OR ATTEMPT","13A","Aggravated Assault","04","Person","F","04","315 N 9TH ST","","4","Downtown","35","38.629324","-90.193689","Yes","4/1/2024 10:37:59 AM","388784","Yes","Aggravated Assault - Shooting - Criminal"
"5/14/2023 12:00:00 AM","01:24:00","23021878    ","ASSAULT 1ST DEGREE OR ATTEMPT","13A","Aggravated Assault","04","Person","F","04","315 N 9TH ST","","4","Downtown","35","38.629324","-90.193689","Yes","4/1/2024 10:37:59 AM","388785","Yes","Aggravated Assault - Shooting - Criminal"
"5/14/2023 12:00:00 AM","01:24:00","23021878    ","ASSAULT 1ST DEGREE OR ATTEMPT","13A","Aggravated Assault","04","Person","F","04","315 N 9TH ST","","4","Downtown","35","38.629324","-90.193689","Yes","4/1/2024 10:37:59 AM","388786","Yes","Aggravated Assault - Shooting - Criminal"
"5/14/2023 12:00:00 AM","01:24:00","23021878    ","ASSAULT 1ST DEGREE OR ATTEMPT","13A","Aggravated Assault","04","Person","F","04","315 N 9TH ST","","4","Downtown","35","38.629324","-90.193689","Yes","4/1/2024 10:37:59 AM","388787","Yes","Aggravated Assault - Shooting - Criminal"
"5/14/2023 12:00:00 AM","01:24:00","23021878    ","ASSAULT 1ST DEGREE OR ATTEMPT","13A","Aggravated Assault","04","Person","F","04","315 N 9TH ST","","4","Downtown","35","38.629324","-90.193689","Yes","4/1/2024 10:37:59 AM","388788","Yes","Aggravated Assault - Shooting - Criminal"
"5/14/2023 12:00:00 AM","01:24:00","23021878    ","PROPERTY DAMAGE - 2ND DEGREE","290","Destruction/Damage/Vandalism of Property","","Property","M","04","315 N 9TH ST","","4","Downtown","35","38.629324","-90.193689","Yes","4/1/2024 10:37:59 AM","","Yes","Aggravated Assault - Shooting - Criminal"
"5/14/2023 12:00:00 AM","01:24:00","23021878    ","CONTRIBUTE TO DELINQUENCY OF MINOR","90Z","All Other Offenses","","Unspecified","","04","315 N 9TH ST","","4","Downtown","35","38.629324","-90.193689","Yes","4/1/2024 10:37:59 AM","","No","Aggravated Assault - Shooting - Criminal"
"5/15/2023 12:00:00 AM","02:20:00","23022012    ","PROPERTY DAMAGE 1ST DEGREE","290","Destruction/Damage/Vandalism of Property","","Property","F","","4540 LACLEDE AVE","","5","Central West End","38","38.639629","-90.260411","Yes","4/6/2024 2:41:12 AM","","No","Destruction of Property - Criminal"
"5/15/2023 12:00:00 AM","02:20:00","23022012    ","TRESPASS - 1ST DEGREE","90Z","All Other Offenses","","Unspecified","M","","4540 LACLEDE AVE","","5","Central West End","38","38.639629","-90.260411","Yes","4/6/2024 2:41:12 AM","","No","Destruction of Property - Criminal"
"5/18/2023 12:00:00 AM","22:30:00","23022682    ","INDIVIDUAL PEACE DISTURBANCE","13B","Simple Assault","","Person","","","800 OLIVE ST","510","4","Downtown","35","38.628276","-90.192919","Yes","4/17/2024 1:57:56 PM","394577","No","Simple Assault - Criminal"
"5/15/2023 12:00:00 AM","18:50:00","23022736    ","STEALING","23C","Shoplifting","06","Property","M","06","932 LOUGHBOROUGH AVE","","1","Carondelet","1","38.556961","-90.261168","Yes","4/7/2024 8:15:53 PM","","No","Larceny - Criminal"
"5/21/2023 12:00:00 AM","08:45:00","23023071    ","ROBBERY - 1ST DEGREE","120","Robbery","03","Property","F","03","1203 HODIAMONT AVE","","5","West End","48","38.667851","-90.291142","Yes","4/1/2024 6:05:15 PM","","Yes","Carjacking - Criminal"
"5/20/2023 12:00:00 AM","12:00:00","23023096    ","LEAVING THE SCENE OF A MOTOR VEHICLE ACCIDENT","90Z","All Other Offenses","","Unspecified","","","1634 S 18TH ST","","3","Lafayette Square","32","38.614035","-90.21157","Yes","4/18/2024 9:10:57 AM","","No","Offenses - All Other - Criminal"
"5/21/2023 12:00:00 AM","14:00:00","23023098    ","STEALING","23F","Theft From Motor Vehicle","06","Property","M","06","500 S BROADWAY","","4","Downtown","35","38.621672","-90.191454","Yes","4/1/2024 10:40:45 AM","","No","Larceny - Criminal"
"5/21/2023 12:00:00 AM","14:00:00","23023098    ","STEALING - $750 OR MORE","23F","Theft From Motor Vehicle","06","Property","F","06","500 S BROADWAY","","4","Downtown","35","38.621672","-90.191454","Yes","4/1/2024 10:40:45 AM","","No","Larceny - Criminal"
"5/21/2023 12:00:00 AM","14:00:00","23023098    ","STEALING UNDER $150 (PETTY LARCENY - FROM MOTOR VEH)","23F","Theft From Motor Vehicle","06","Property","","06","500 S BROADWAY","","4","Downtown","35","38.621672","-90.191454","Yes","4/1/2024 10:40:45 AM","","No","Larceny - Criminal"
"5/21/2023 12:00:00 AM","14:00:00","23023098    ","PROPERTY DAMAGE - 1ST DEGREE - DAMAGE TO MOTOR VEHICLE WITH INTENT TO STEAL","290","Destruction/Damage/Vandalism of Property","","Property","F","06","500 S BROADWAY","","4","Downtown","35","38.621672","-90.191454","Yes","4/1/2024 10:40:45 AM","","No","Larceny - Criminal"
"5/23/2023 12:00:00 AM","00:21:00","23023346    ","MURDER 1ST DEGREE","09A","Murder and Nonnegligent Manslaughter","01","Person","F","01","4398 WEST PINE BLVD","","5","Central West End","38","38.639853","-90.25469","Yes","4/23/2024 10:50:47 AM","396373","Yes","Homicide - Criminal"
"5/23/2023 12:00:00 AM","00:21:00","23023346    ","ARMED CRIMINAL ACTION","90Z","All Other Offenses","","Unspecified","F","01","4398 WEST PINE BLVD","","5","Central West End","38","38.639853","-90.25469","Yes","4/23/2024 10:50:47 AM","","No","Homicide - Criminal"
"5/22/2023 12:00:00 AM","03:22:00","23023408    ","DISCHARGING FIREARM WITHIN CITY (SHOTSPOTTER)","520","Weapons Law Violations","","Society","","","3100 GOODFELLOW BLVD","","5","Wells Goodfellow","50","38.681192","-90.27311","Yes","4/26/2024 6:05:16 PM","","Yes","Weapon Law Violation - Criminal"
"5/24/2023 12:00:00 AM","16:50:00","23023648    ","STEALING - $750 OR MORE","23G","Theft From Motor Vehicle Parts/Accessories","06","Property","F","06","3823 SAINT LOUIS AVE","","4","JeffVanderLou","59","38.657694","-90.224921","Yes","4/18/2024 3:24:50 PM","","No","Larceny - Criminal"
"5/24/2023 12:00:00 AM","16:50:00","23023648    ","PROPERTY DAMAGE - 2ND DEGREE","290","Destruction/Damage/Vandalism of Property","","Property","M","06","3823 SAINT LOUIS AVE","","4","JeffVanderLou","59","38.657694","-90.224921","Yes","4/18/2024 3:24:50 PM","","No","Larceny - Criminal"
"5/25/2023 12:00:00 AM","12:30:00","23023800    ","ASSAULT- 4TH DEGREE - PURSUANT TO SUBDIVISION (1), (5)","13C","Intimidation","","Person","M","","4066 DUNNICA AVE","","1","Bevo Mill","5","38.58833","-90.256838","Yes","4/17/2024 12:33:15 PM","394549","Yes","Simple Assault - Criminal"
"5/25/2023 12:00:00 AM","12:30:00","23023800    ","UNLAWFUL USE OF WEAPON - SUBSECTION 4 - EXHIBITING","520","Weapons Law Violations","","Society","F","","4066 DUNNICA AVE","","1","Bevo Mill","5","38.58833","-90.256838","Yes","4/17/2024 12:33:15 PM","","Yes","Simple Assault - Criminal"
"5/25/2023 12:00:00 AM","22:00:00","23023926    ","STEALING UNDER $150 (PETTY LARCENY - FROM MOTOR VEH)","23F","Theft From Motor Vehicle","06","Property","","06","4540 BESSIE AVE","","6","Penrose","69","38.677804","-90.23703","Yes","4/19/2024 4:03:29 PM","","No","Motor Vehicle Theft - Criminal"
"5/25/2023 12:00:00 AM","22:00:00","23023926    ","STEALING - MOTOR VEHICLE/WATERCRAFT/AIRCRAFT","240","Motor Vehicle Theft","07","Property","F","06","4540 BESSIE AVE","","6","Penrose","69","38.677804","-90.23703","Yes","4/19/2024 4:03:29 PM","","No","Motor Vehicle Theft - Criminal"
"5/26/2023 12:00:00 AM","19:00:00","23024031    ","ASSAULT 1ST DEGREE OR ATTEMPT","13A","Aggravated Assault","04","Person","F","04","MOTT AVE","MICHIGAN AVE","1","Carondelet","1","38.556954","-90.252911","Yes","4/1/2024 11:03:27 AM","388827","Yes","Aggravated Assault - Shooting - Criminal"
"5/26/2023 12:00:00 AM","19:00:00","23024031    ","PROPERTY DAMAGE","290","Destruction/Damage/Vandalism of Property","","Property","C","04","MOTT AVE","MICHIGAN AVE","1","Carondelet","1","38.556954","-90.252911","Yes","4/1/2024 11:03:27 AM","","Yes","Aggravated Assault - Shooting - Criminal"
"5/30/2023 12:00:00 AM","01:15:00","23024530    ","DOMESTIC ASSAULT - 2ND DEGREE","13A","Aggravated Assault","04","Person","F","04","1709 WASHINGTON AVE","","4","Downtown West","36","38.633514","-90.20367","Yes","4/8/2024 9:28:50 AM","391209","No","Aggravated Assault - Other Weapon - Criminal"
"5/30/2023 12:00:00 AM","01:15:00","23024530    ","PROPERTY DAMAGE 1ST DEGREE","290","Destruction/Damage/Vandalism of Property","","Property","F","04","1709 WASHINGTON AVE","","4","Downtown West","36","38.633514","-90.20367","Yes","4/8/2024 9:28:50 AM","","No","Aggravated Assault - Other Weapon - Criminal"
"5/30/2023 12:00:00 AM","01:15:00","23024530    ","TRAFFICKING FOR THE PURPOSES OF SEXUAL EXPLOITATION","64A","Human Trafficking, Commercial Sex Acts","","Person","F","04","1709 WASHINGTON AVE","","4","Downtown West","36","38.633514","-90.20367","Yes","4/8/2024 9:28:50 AM","391209","No","Aggravated Assault - Other Weapon - Criminal"
"6/1/2023 12:00:00 AM","23:35:00","23025048    ","MURDER 1ST DEGREE","09A","Murder and Nonnegligent Manslaughter","01","Person","F","01","1333 BAYARD AVENUE","","5","Fountain Park","53","38.660568","-90.257878","Yes","4/17/2024 9:04:30 PM","394739","Yes","Homicide - Criminal"
"6/1/2023 12:00:00 AM","23:35:00","23025048    ","PROPERTY DAMAGE 1ST DEGREE","290","Destruction/Damage/Vandalism of Property","","Property","F","01","1333 BAYARD AVENUE","","5","Fountain Park","53","38.660568","-90.257878","Yes","4/17/2024 9:04:30 PM","","No","Homicide - Criminal"
"6/3/2023 12:00:00 AM","02:23:00","23025238    ","DISCHARGING FIREARM WITHIN CITY (SHOTSPOTTER)","520","Weapons Law Violations","","Society","","","1347 BAYARD AVE","","5","Fountain Park","53","38.660957","-90.257678","Yes","4/2/2024 6:05:10 PM","","Yes","Weapon Law Violation - Criminal"
"6/3/2023 12:00:00 AM","03:47:00","23025584    ","DISCHARGING FIREARM WITHIN CITY (SHOTSPOTTER)","520","Weapons Law Violations","","Society","","","1833 OFALLON","","4","Carr Square","61","38.640374","-90.202771","Yes","4/1/2024 6:05:15 PM","","Yes","Weapon Law Violation - Criminal"
"6/5/2023 12:00:00 AM","21:23:00","23025782    ","DISCHARGING FIREARM WITHIN CITY (SHOTSPOTTER)","520","Weapons Law Violations","","Society","","","1825 N 19TH ST","","4","St Louis Place","60","38.646302","-90.2024","Yes","4/11/2024 6:05:37 PM","","Yes","Weapon Law Violation - Criminal"
"5/28/2023 12:00:00 AM","16:18:00","23025805    ","DISCHARGING FIREARM WITHIN CITY (SHOTSPOTTER)","520","Weapons Law Violations","","Society","","","6017 LUCILLE AVE","","6","Walnut Park West","76","38.705081","-90.25471","Yes","4/18/2024 12:05:49 PM","","Yes","Weapon Law Violation - Criminal"
"6/8/2023 12:00:00 AM","20:30:00","23026214    ","DISCHARGING FIREARM WITHIN CITY (SHOTSPOTTER)","520","Weapons Law Violations","","Society","","","2041 E JOHN AVE","","6","College Hill","66","38.671941","-90.20986","Yes","4/12/2024 12:05:44 PM","","Yes","Weapon Law Violation - Criminal"
"6/8/2023 12:00:00 AM","22:50:00","23026248    ","DISCHARGING FIREARM WITHIN CITY (SHOTSPOTTER)","520","Weapons Law Violations","","Society","","","1929 MADISON ST","","4","St Louis Place","60","38.646322","-90.20361","Yes","4/11/2024 6:05:37 PM","","Yes","Weapon Law Violation - Criminal"
"6/8/2023 12:00:00 AM","22:24:00","23026262    ","DISCHARGING FIREARM WITHIN CITY (SHOTSPOTTER)","520","Weapons Law Violations","","Society","","","5562 DR MARTIN LUTHER KING DR","","5","Hamilton Heights","78","38.669396","-90.274562","Yes","4/26/2024 6:05:16 PM","","Yes","Weapon Law Violation - Criminal"
"6/9/2023 12:00:00 AM","19:10:00","23026369    ","TAMPERING WITH MOTOR VEHICLE - 1ST DEGREE","280","Stolen Property Offenses","","Property","F","","6200 N BROADWAY","","6","North Riverfront","79","38.685743","-90.21886","Yes","4/25/2024 2:17:24 PM","","No","Tampering - Criminal"
"6/10/2023 12:00:00 AM","02:45:00","23026427    ","ROBBERY - 1ST DEGREE","120","Robbery","03","Property","F","03","5232 ALABAMA AVE","","1","Carondelet","1","38.567853","-90.247039","Yes","4/1/2024 10:43:22 AM","","Yes","Robbery - Criminal"
"6/12/2023 12:00:00 AM","12:00:00","23026805    ","STEALING - MOTOR VEHICLE/WATERCRAFT/AIRCRAFT","240","Motor Vehicle Theft","07","Property","F","07","2233 WASHINGTON AVE","","4","Downtown West","36","38.635165","-90.21156","Yes","4/2/2024 7:26:59 PM","","No","Motor Vehicle Theft - Criminal"
"6/12/2023 12:00:00 AM","16:00:00","23026839    ","ASSAULT 1ST DEGREE OR ATTEMPT","13A","Aggravated Assault","04","Person","F","04","MCLARAN","GOODFELLOW BLVD","6","North Pointe","73","38.71883","-90.25166","Yes","4/3/2024 6:05:50 PM","389884","Yes","Aggravated Assault - Shooting - Criminal"
"6/12/2023 12:00:00 AM","16:00:00","23026839    ","ASSAULT 1ST DEGREE OR ATTEMPT","13A","Aggravated Assault","04","Person","F","04","MCLARAN","GOODFELLOW BLVD","6","North Pointe","73","38.71883","-90.25166","Yes","4/3/2024 6:05:50 PM","389885","Yes","Aggravated Assault - Shooting - Criminal"
"6/12/2023 12:00:00 AM","16:00:00","23026839    ","ASSAULT 1ST DEGREE OR ATTEMPT","13A","Aggravated Assault","04","Person","F","04","MCLARAN","GOODFELLOW BLVD","6","North Pointe","73","38.71883","-90.25166","Yes","4/3/2024 6:05:50 PM","389886","Yes","Aggravated Assault - Shooting - Criminal"
"6/12/2023 12:00:00 AM","16:00:00","23026839    ","ASSAULT 1ST DEGREE OR ATTEMPT","13A","Aggravated Assault","04","Person","F","04","MCLARAN","GOODFELLOW BLVD","6","North Pointe","73","38.71883","-90.25166","Yes","4/3/2024 6:05:50 PM","389887","Yes","Aggravated Assault - Shooting - Criminal"
"6/12/2023 12:00:00 AM","16:00:00","23026839    ","PROPERTY DAMAGE 1ST DEGREE","290","Destruction/Damage/Vandalism of Property","","Property","F","04","MCLARAN","GOODFELLOW BLVD","6","North Pointe","73","38.71883","-90.25166","Yes","4/3/2024 6:05:50 PM","","Yes","Aggravated Assault - Shooting - Criminal"
"6/12/2023 12:00:00 AM","16:00:00","23026839    ","RESISTING/INTERFERING WITH ARREST FOR A FELONY","90Z","All Other Offenses","","Unspecified","F","04","MCLARAN","GOODFELLOW BLVD","6","North Pointe","73","38.71883","-90.25166","Yes","4/3/2024 6:05:50 PM","","No","Aggravated Assault - Shooting - Criminal"
"6/15/2023 12:00:00 AM","14:30:00","23027375    ","STEALING - MOTOR VEHICLE/WATERCRAFT/AIRCRAFT","240","Motor Vehicle Theft","07","Property","F","07","5000 DONOVAN AVENUE","","2","St Louis Hills","8","38.586946","-90.303806","Yes","4/11/2024 6:05:37 PM","","No","Motor Vehicle Theft - Criminal"
"6/15/2023 12:00:00 AM","14:30:00","23027375    ","TAMPERING WITH MOTOR VEHICLE - 1ST DEGREE","280","Stolen Property Offenses","","Property","F","07","5000 DONOVAN AVENUE","","2","St Louis Hills","8","38.586946","-90.303806","Yes","4/11/2024 6:05:37 PM","","No","Motor Vehicle Theft - Criminal"
"6/17/2023 12:00:00 AM","02:05:00","23027591    ","DISCHARGING FIREARM WITHIN CITY (SHOTSPOTTER)","520","Weapons Law Violations","","Society","","","2140 ADELAIDE AVE","","6","OFallon","68","38.675041","-90.21918","Yes","4/21/2024 8:32:54 AM","","Yes","Weapon Law Violation - Criminal"
